Bacillus subtilis,FS10000603:2:BPC29607-1927:1:1101:9950:1020,MF461046.1,99.329,149,1,0,1,149,1,149,8.62e-69,270
Pseudomonas aeruginosa,FS10000603:2:BPC29607-1927:1:1101:4190:1030,GU214815.1,98.667,150,2,0,1,150,241,390,1.13e-67,267
Bacillus sp. (in: Bacteria),FS10000603:2:BPC29607-1927:1:1101:5040:1030,MN099432.1,97.987,149,3,0,1,149,320,468,1.87e-65,259
Escherichia coli,FS10000603:2:BPC29607-1927:1:1101:14250:1030,CP039753.1,98.667,150,2,0,1,150,3451189,3451040,1.13e-67,267
Escherichia coli,FS10000603:2:BPC29607-1927:1:1101:14250:1030,CP039753.1,98.000,150,3,0,1,150,27703,27852,5.23e-66,261
Escherichia coli,FS10000603:2:BPC29607-1927:1:1101:14250:1030,CP039753.1,98.000,150,3,0,1,150,2630899,2630750,5.23e-66,261
Escherichia coli,FS10000603:2:BPC29607-1927:1:1101:14250:1030,CP039753.1,98.000,150,3,0,1,150,3278679,3278530,5.23e-66,261
Escherichia coli,FS10000603:2:BPC29607-1927:1:1101:14250:1030,CP039753.1,98.000,150,3,0,1,150,3320075,3319926,5.23e-66,261
Escherichia coli,FS10000603:2:BPC29607-1927:1:1101:14250:1030,CP039753.1,98.000,150,3,0,1,150,3544803,3544654,5.23e-66,261
Escherichia coli,FS10000603:2:BPC29607-1927:1:1101:14250:1030,CP039753.1,98.000,150,3,0,1,150,4084442,4084591,5.23e-66,261
Lactobacillus fermentum,FS10000603:2:BPC29607-1927:1:1101:12870:1040,MG953245.1,99.338,151,0,1,1,151,367,516,2.44e-69,272
Enterococcus faecalis,FS10000603:2:BPC29607-1927:1:1101:12550:1060,MN396191.1,98.000,150,3,0,1,150,361,510,5.23e-66,261
Staphylococcus aureus,FS10000603:2:BPC29607-1927:1:1101:15310:1060,CP031886.1,98.000,150,3,0,1,150,463500,463649,5.23e-66,261
Staphylococcus aureus,FS10000603:2:BPC29607-1927:1:1101:15310:1060,CP031886.1,98.000,150,3,0,1,150,508063,508212,5.23e-66,261
Staphylococcus aureus,FS10000603:2:BPC29607-1927:1:1101:15310:1060,CP031886.1,98.000,150,3,0,1,150,513318,513467,5.23e-66,261
Staphylococcus aureus,FS10000603:2:BPC29607-1927:1:1101:15310:1060,CP031886.1,98.000,150,3,0,1,150,1852214,1852065,5.23e-66,261
Staphylococcus aureus,FS10000603:2:BPC29607-1927:1:1101:15310:1060,CP031886.1,98.000,150,3,0,1,150,2070767,2070618,5.23e-66,261
Staphylococcus aureus,FS10000603:2:BPC29607-1927:1:1101:15310:1060,CP031886.1,98.000,150,3,0,1,150,2182266,2182117,5.23e-66,261
Bacillus subtilis,FS10000603:2:BPC29607-1927:1:1101:9700:1070,MF461046.1,99.329,149,1,0,1,149,1,149,8.62e-69,270
Salmonella enterica subsp. enterica serovar Indiana,FS10000603:2:BPC29607-1927:1:1101:13470:1070,CP041699.1,98.667,150,2,0,1,150,459109,459258,1.13e-67,267
Salmonella enterica subsp. enterica serovar Indiana,FS10000603:2:BPC29607-1927:1:1101:13470:1070,CP041699.1,98.667,150,2,0,1,150,1357085,1357234,1.13e-67,267
Salmonella enterica subsp. enterica serovar Indiana,FS10000603:2:BPC29607-1927:1:1101:13470:1070,CP041699.1,98.667,150,2,0,1,150,3821594,3821445,1.13e-67,267
Salmonella enterica subsp. enterica serovar Indiana,FS10000603:2:BPC29607-1927:1:1101:13470:1070,CP041699.1,98.667,150,2,0,1,150,4607275,4607126,1.13e-67,267
Salmonella enterica subsp. enterica serovar Indiana,FS10000603:2:BPC29607-1927:1:1101:13470:1070,CP041699.1,98.667,150,2,0,1,150,4649502,4649353,1.13e-67,267
Salmonella enterica subsp. enterica serovar Indiana,FS10000603:2:BPC29607-1927:1:1101:13470:1070,CP041699.1,98.667,150,2,0,1,150,4794383,4794234,1.13e-67,267
Salmonella enterica subsp. enterica serovar Indiana,FS10000603:2:BPC29607-1927:1:1101:13470:1070,CP041699.1,98.667,150,2,0,1,150,4890183,4890034,1.13e-67,267
Escherichia coli,FS10000603:2:BPC29607-1927:1:1101:6520:1080,MN396564.1,99.338,151,1,0,1,151,147,297,6.78e-70,274
Salmonella enterica subsp. enterica serovar Indiana,FS10000603:2:BPC29607-1927:1:1101:13620:1090,CP041699.1,100.000,151,0,0,1,151,459109,459259,1.46e-71,279
Salmonella enterica subsp. enterica serovar Indiana,FS10000603:2:BPC29607-1927:1:1101:13620:1090,CP041699.1,100.000,151,0,0,1,151,1357085,1357235,1.46e-71,279
Salmonella enterica subsp. enterica serovar Indiana,FS10000603:2:BPC29607-1927:1:1101:13620:1090,CP041699.1,100.000,151,0,0,1,151,3821594,3821444,1.46e-71,279
Salmonella enterica subsp. enterica serovar Indiana,FS10000603:2:BPC29607-1927:1:1101:13620:1090,CP041699.1,100.000,151,0,0,1,151,4607275,4607125,1.46e-71,279
Salmonella enterica subsp. enterica serovar Indiana,FS10000603:2:BPC29607-1927:1:1101:13620:1090,CP041699.1,100.000,151,0,0,1,151,4649502,4649352,1.46e-71,279
Salmonella enterica subsp. enterica serovar Indiana,FS10000603:2:BPC29607-1927:1:1101:13620:1090,CP041699.1,100.000,151,0,0,1,151,4794383,4794233,1.46e-71,279
Salmonella enterica subsp. enterica serovar Indiana,FS10000603:2:BPC29607-1927:1:1101:13620:1090,CP041699.1,100.000,151,0,0,1,151,4890183,4890033,1.46e-71,279
Lactobacillus fermentum,FS10000603:2:BPC29607-1927:1:1101:9360:1100,MN396616.1,98.675,151,2,0,1,151,284,434,3.16e-68,268
Escherichia coli,FS10000603:2:BPC29607-1927:1:1101:8120:1110,LK985348.1,98.675,151,2,0,1,151,256,406,3.16e-68,268
Escherichia coli,FS10000603:2:BPC29607-1927:1:1101:9460:1110,MN208135.1,99.333,150,1,0,1,150,80,229,2.42e-69,272
Bacillus sp. (in: Bacteria),FS10000603:2:BPC29607-1927:1:1101:16430:1110,MN160513.1,98.667,150,2,0,1,150,3,152,1.13e-67,267
Staphylococcus aureus,FS10000603:2:BPC29607-1927:1:1101:5400:1120,CP031886.1,99.333,150,1,0,1,150,463500,463649,2.42e-69,272
Staphylococcus aureus,FS10000603:2:BPC29607-1927:1:1101:5400:1120,CP031886.1,99.333,150,1,0,1,150,508063,508212,2.42e-69,272
Staphylococcus aureus,FS10000603:2:BPC29607-1927:1:1101:5400:1120,CP031886.1,99.333,150,1,0,1,150,513318,513467,2.42e-69,272
Staphylococcus aureus,FS10000603:2:BPC29607-1927:1:1101:5400:1120,CP031886.1,99.333,150,1,0,1,150,1852214,1852065,2.42e-69,272
Staphylococcus aureus,FS10000603:2:BPC29607-1927:1:1101:5400:1120,CP031886.1,99.333,150,1,0,1,150,2070767,2070618,2.42e-69,272
Staphylococcus aureus,FS10000603:2:BPC29607-1927:1:1101:5400:1120,CP031886.1,99.333,150,1,0,1,150,2182266,2182117,2.42e-69,272
Lactobacillus fermentum,FS10000603:2:BPC29607-1927:1:1101:9190:1120,MN396616.1,99.333,150,1,0,1,150,284,433,2.42e-69,272
Lactobacillus fermentum,FS10000603:2:BPC29607-1927:1:1101:9350:1120,MN396616.1,98.667,150,2,0,1,150,284,433,1.13e-67,267
Salmonella enterica subsp. enterica serovar Indiana,FS10000603:2:BPC29607-1927:1:1101:10820:1120,CP041699.1,98.675,151,2,0,1,151,459109,459259,3.16e-68,268
Salmonella enterica subsp. enterica serovar Indiana,FS10000603:2:BPC29607-1927:1:1101:10820:1120,CP041699.1,98.675,151,2,0,1,151,1357085,1357235,3.16e-68,268
Salmonella enterica subsp. enterica serovar Indiana,FS10000603:2:BPC29607-1927:1:1101:10820:1120,CP041699.1,98.675,151,2,0,1,151,3821594,3821444,3.16e-68,268
Salmonella enterica subsp. enterica serovar Indiana,FS10000603:2:BPC29607-1927:1:1101:10820:1120,CP041699.1,98.675,151,2,0,1,151,4607275,4607125,3.16e-68,268
Salmonella enterica subsp. enterica serovar Indiana,FS10000603:2:BPC29607-1927:1:1101:10820:1120,CP041699.1,98.675,151,2,0,1,151,4649502,4649352,3.16e-68,268
Salmonella enterica subsp. enterica serovar Indiana,FS10000603:2:BPC29607-1927:1:1101:10820:1120,CP041699.1,98.675,151,2,0,1,151,4794383,4794233,3.16e-68,268
Salmonella enterica subsp. enterica serovar Indiana,FS10000603:2:BPC29607-1927:1:1101:10820:1120,CP041699.1,98.675,151,2,0,1,151,4890183,4890033,3.16e-68,268
Bacillus sp. (in: Bacteria),FS10000603:2:BPC29607-1927:1:1101:13230:1120,MN160534.1,100.000,149,0,0,1,149,3,151,1.85e-70,276
Bacillus sp. (in: Bacteria),FS10000603:2:BPC29607-1927:1:1101:13960:1120,MN396623.1,99.329,149,1,0,1,149,291,439,8.62e-69,270
Listeria monocytogenes,FS10000603:2:BPC29607-1927:1:1101:1190:1130,CP043177.1,99.338,151,1,0,1,151,244668,244818,6.78e-70,274
Listeria monocytogenes,FS10000603:2:BPC29607-1927:1:1101:1190:1130,CP043177.1,99.338,151,1,0,1,151,250688,250838,6.78e-70,274
Listeria monocytogenes,FS10000603:2:BPC29607-1927:1:1101:1190:1130,CP043177.1,99.338,151,1,0,1,151,1779672,1779522,6.78e-70,274
Listeria monocytogenes,FS10000603:2:BPC29607-1927:1:1101:1190:1130,CP043177.1,99.338,151,1,0,1,151,1884350,1884200,6.78e-70,274
Listeria monocytogenes,FS10000603:2:BPC29607-1927:1:1101:1190:1130,CP043177.1,99.338,151,1,0,1,151,2447253,2447103,6.78e-70,274
Listeria monocytogenes,FS10000603:2:BPC29607-1927:1:1101:1190:1130,CP043177.1,99.338,151,1,0,1,151,2681313,2681163,6.78e-70,274
Escherichia coli,FS10000603:2:BPC29607-1927:1:1101:1320:1130,MN314235.1,97.778,135,3,0,1,135,287,421,9.95e-58,233
Listeria monocytogenes,FS10000603:2:BPC29607-1927:1:1101:7890:1130,MH362770.1,100.000,151,0,0,1,151,189,339,1.46e-71,279
Bacillus subtilis,FS10000603:2:BPC29607-1927:1:1101:13230:1130,MH997671.1,100.000,149,0,0,1,149,1,149,1.85e-70,276
Escherichia coli,FS10000603:2:BPC29607-1927:1:1101:15200:1130,MN396564.1,99.333,150,1,0,1,150,147,296,2.42e-69,272
Staphylococcus aureus,FS10000603:2:BPC29607-1927:1:1101:2780:1140,CP031886.1,98.675,151,2,0,1,151,463500,463650,3.16e-68,268
Staphylococcus aureus,FS10000603:2:BPC29607-1927:1:1101:2780:1140,CP031886.1,98.675,151,2,0,1,151,508063,508213,3.16e-68,268
Staphylococcus aureus,FS10000603:2:BPC29607-1927:1:1101:2780:1140,CP031886.1,98.675,151,2,0,1,151,513318,513468,3.16e-68,268
Staphylococcus aureus,FS10000603:2:BPC29607-1927:1:1101:2780:1140,CP031886.1,98.675,151,2,0,1,151,1852214,1852064,3.16e-68,268
Staphylococcus aureus,FS10000603:2:BPC29607-1927:1:1101:2780:1140,CP031886.1,98.675,151,2,0,1,151,2070767,2070617,3.16e-68,268
Staphylococcus aureus,FS10000603:2:BPC29607-1927:1:1101:2780:1140,CP031886.1,98.675,151,2,0,1,151,2182266,2182116,3.16e-68,268
Bacillus subtilis,FS10000603:2:BPC29607-1927:1:1101:9670:1140,MF461046.1,98.675,151,1,1,1,150,1,151,1.13e-67,267
Pseudomonas aeruginosa,FS10000603:2:BPC29607-1927:1:1101:14110:1140,MF540452.1,99.338,151,1,0,1,151,1,151,6.78e-70,274
Bacillus subtilis,FS10000603:2:BPC29607-1927:1:1101:6190:1150,MH997671.1,99.329,149,1,0,1,149,1,149,8.62e-69,270
Escherichia coli,FS10000603:2:BPC29607-1927:1:1101:10460:1150,MN396564.1,98.675,151,2,0,1,151,147,297,3.16e-68,268
Lactobacillus fermentum,FS10000603:2:BPC29607-1927:1:1101:1710:1160,MN396616.1,98.667,150,2,0,1,150,284,433,1.13e-67,267
Bacillus sp. (in: Bacteria),FS10000603:2:BPC29607-1927:1:1101:4470:1160,MN396623.1,100.000,149,0,0,1,149,291,439,1.85e-70,276
Pseudomonas aeruginosa,FS10000603:2:BPC29607-1927:1:1101:9890:1160,MN006641.2,98.675,151,2,0,1,151,319,469,3.16e-68,268
Bacillus sp. (in: Bacteria),FS10000603:2:BPC29607-1927:1:1101:14960:1160,MN160534.1,98.658,149,2,0,1,149,3,151,4.01e-67,265
Bacillus sp. (in: Bacteria),FS10000603:2:BPC29607-1927:1:1101:15990:1170,MN396623.1,99.329,149,1,0,1,149,291,439,8.62e-69,270
Salmonella enterica subsp. enterica serovar Indiana,FS10000603:2:BPC29607-1927:1:1101:5080:1190,CP041699.1,99.338,151,1,0,1,151,459109,459259,6.78e-70,274
Salmonella enterica subsp. enterica serovar Indiana,FS10000603:2:BPC29607-1927:1:1101:5080:1190,CP041699.1,99.338,151,1,0,1,151,1357085,1357235,6.78e-70,274
Salmonella enterica subsp. enterica serovar Indiana,FS10000603:2:BPC29607-1927:1:1101:5080:1190,CP041699.1,99.338,151,1,0,1,151,3821594,3821444,6.78e-70,274
Salmonella enterica subsp. enterica serovar Indiana,FS10000603:2:BPC29607-1927:1:1101:5080:1190,CP041699.1,99.338,151,1,0,1,151,4607275,4607125,6.78e-70,274
Salmonella enterica subsp. enterica serovar Indiana,FS10000603:2:BPC29607-1927:1:1101:5080:1190,CP041699.1,99.338,151,1,0,1,151,4649502,4649352,6.78e-70,274
Salmonella enterica subsp. enterica serovar Indiana,FS10000603:2:BPC29607-1927:1:1101:5080:1190,CP041699.1,99.338,151,1,0,1,151,4794383,4794233,6.78e-70,274
Salmonella enterica subsp. enterica serovar Indiana,FS10000603:2:BPC29607-1927:1:1101:5080:1190,CP041699.1,99.338,151,1,0,1,151,4890183,4890033,6.78e-70,274
Enterococcus faecalis,FS10000603:2:BPC29607-1927:1:1101:11700:1190,MN396191.1,100.000,151,0,0,1,151,360,510,1.46e-71,279
Bacillus subtilis,FS10000603:2:BPC29607-1927:1:1101:2540:1200,MF461046.1,98.658,149,2,0,1,149,1,149,4.01e-67,265
Lactobacillus fermentum,FS10000603:2:BPC29607-1927:1:1101:16080:1200,MG953245.1,99.333,150,1,0,1,150,367,516,2.42e-69,272
Staphylococcus equorum,FS10000603:2:BPC29607-1927:1:1101:16390:1200,KX775223.1,96.000,150,6,0,1,150,320,469,5.27e-61,244
Staphylococcus sp. NCCP-536,FS10000603:2:BPC29607-1927:1:1101:11560:1210,AB740361.1,96.689,151,5,0,1,151,292,442,3.18e-63,252
Bacillus subtilis,FS10000603:2:BPC29607-1927:1:1101:12720:1210,MF461046.1,96.711,152,4,1,1,151,1,152,3.18e-63,252
Escherichia coli,FS10000603:2:BPC29607-1927:1:1101:14410:1210,MN396564.1,99.338,151,1,0,1,151,147,297,6.78e-70,274
Bacillus subtilis,FS10000603:2:BPC29607-1927:1:1101:1870:1220,MF461046.1,100.000,149,0,0,1,149,1,149,1.85e-70,276
Bacillus subtilis,FS10000603:2:BPC29607-1927:1:1101:3700:1220,MF461046.1,99.329,149,1,0,1,149,1,149,8.62e-69,270
Staphylococcus aureus,FS10000603:2:BPC29607-1927:1:1101:6370:1220,CP039759.1,98.013,151,3,0,1,151,886029,886179,1.47e-66,263
Staphylococcus aureus,FS10000603:2:BPC29607-1927:1:1101:6370:1220,CP039759.1,97.351,151,4,0,1,151,636680,636830,6.83e-65,257
Staphylococcus aureus,FS10000603:2:BPC29607-1927:1:1101:6370:1220,CP039759.1,97.351,151,4,0,1,151,750051,750201,6.83e-65,257
Staphylococcus aureus,FS10000603:2:BPC29607-1927:1:1101:6370:1220,CP039759.1,97.351,151,4,0,1,151,2249892,2249742,6.83e-65,257
Staphylococcus aureus,FS10000603:2:BPC29607-1927:1:1101:6370:1220,CP039759.1,97.351,151,4,0,1,151,2255148,2254998,6.83e-65,257
Staphylococcus aureus,FS10000603:2:BPC29607-1927:1:1101:6370:1220,CP039759.1,97.351,151,4,0,1,151,2299747,2299597,6.83e-65,257
Staphylococcus aureus,FS10000603:2:BPC29607-1927:1:1101:15880:1220,CP039759.1,100.000,151,0,0,1,151,886029,886179,1.46e-71,279
Staphylococcus aureus,FS10000603:2:BPC29607-1927:1:1101:15880:1220,CP039759.1,99.338,151,1,0,1,151,636680,636830,6.78e-70,274
