Listeria monocytogenes,FS10000603:2:BPC29607-1927:1:1101:3120:1000,MH362770.1,99.333,150,1,0,1,150,189,338,2.42e-69,272
Escherichia coli,FS10000603:2:BPC29607-1927:1:1101:4290:1000,KT005239.1,99.324,148,1,0,3,150,1,148,3.13e-68,268
Pseudomonas aeruginosa,FS10000603:2:BPC29607-1927:1:1101:8420:1010,MN006641.2,98.675,151,2,0,1,151,319,469,3.16e-68,268
Enterococcus faecalis,FS10000603:2:BPC29607-1927:1:1101:10530:1010,MN396191.1,98.675,151,2,0,1,151,360,510,3.16e-68,268
Escherichia coli,FS10000603:2:BPC29607-1927:1:1101:13510:1010,MN396564.1,100.000,150,0,0,1,150,147,296,5.20e-71,278
Enterococcus faecalis,FS10000603:2:BPC29607-1927:1:1101:7630:1030,MN396191.1,99.338,151,1,0,1,151,360,510,6.78e-70,274
Lactobacillus fermentum,FS10000603:2:BPC29607-1927:1:1101:11400:1030,MG953245.1,99.333,150,1,0,1,150,367,516,2.42e-69,272
Lactobacillus fermentum,FS10000603:2:BPC29607-1927:1:1101:16070:1040,MH393160.1,99.333,150,1,0,1,150,347,496,2.42e-69,272
Staphylococcus aureus,FS10000603:2:BPC29607-1927:1:1101:6400:1050,CP039759.1,98.026,152,2,1,1,151,886029,886180,1.47e-66,263
Staphylococcus aureus,FS10000603:2:BPC29607-1927:1:1101:6400:1050,CP039759.1,97.368,152,3,1,1,151,636680,636831,6.83e-65,257
Staphylococcus aureus,FS10000603:2:BPC29607-1927:1:1101:6400:1050,CP039759.1,97.368,152,3,1,1,151,750051,750202,6.83e-65,257
Staphylococcus aureus,FS10000603:2:BPC29607-1927:1:1101:6400:1050,CP039759.1,97.368,152,3,1,1,151,2249892,2249741,6.83e-65,257
Staphylococcus aureus,FS10000603:2:BPC29607-1927:1:1101:6400:1050,CP039759.1,97.368,152,3,1,1,151,2255148,2254997,6.83e-65,257
Staphylococcus aureus,FS10000603:2:BPC29607-1927:1:1101:6400:1050,CP039759.1,97.368,152,3,1,1,151,2299747,2299596,6.83e-65,257
Bacillus sp. (in: Bacteria),FS10000603:2:BPC29607-1927:1:1101:15620:1050,MN160534.1,98.658,149,2,0,1,149,3,151,4.01e-67,265
