Enterococcus faecalis,FS10000603:2:BPC29607-1927:1:1101:11400:1000,KY630672.1,99.270,137,0,1,1,136,340,476,1.29e-61,246
Escherichia coli,FS10000603:2:BPC29607-1927:1:1101:14030:1010,MN396564.1,99.333,150,1,0,1,150,147,296,2.42e-69,272
Bacillus subtilis subsp. subtilis,FS10000603:2:BPC29607-1927:1:1101:1650:1030,KF318798.1,99.333,150,1,0,1,150,120,269,2.42e-69,272
Salmonella enterica subsp. enterica serovar Kaapstad,FS10000603:2:BPC29607-1927:1:1101:9960:1030,MN160629.1,98.675,151,2,0,1,151,334,484,3.16e-68,268
Staphylococcus aureus,FS10000603:2:BPC29607-1927:1:1101:12210:1030,CP031886.1,100.000,151,0,0,1,151,463500,463650,1.46e-71,279
Staphylococcus aureus,FS10000603:2:BPC29607-1927:1:1101:12210:1030,CP031886.1,100.000,151,0,0,1,151,508063,508213,1.46e-71,279
Staphylococcus aureus,FS10000603:2:BPC29607-1927:1:1101:12210:1030,CP031886.1,100.000,151,0,0,1,151,513318,513468,1.46e-71,279
Staphylococcus aureus,FS10000603:2:BPC29607-1927:1:1101:12210:1030,CP031886.1,100.000,151,0,0,1,151,1852214,1852064,1.46e-71,279
Staphylococcus aureus,FS10000603:2:BPC29607-1927:1:1101:12210:1030,CP031886.1,100.000,151,0,0,1,151,2070767,2070617,1.46e-71,279
Staphylococcus aureus,FS10000603:2:BPC29607-1927:1:1101:12210:1030,CP031886.1,100.000,151,0,0,1,151,2182266,2182116,1.46e-71,279
Lactobacillus fermentum,FS10000603:2:BPC29607-1927:1:1101:3540:1040,MN396616.1,100.000,151,0,0,1,151,284,434,1.46e-71,279
Bacillus sp. (in: Bacteria),FS10000603:2:BPC29607-1927:1:1101:10000:1040,MN160565.1,99.338,151,1,0,1,151,3,153,6.78e-70,274
Pseudomonas aeruginosa,FS10000603:2:BPC29607-1927:1:1101:10490:1040,MN006641.2,99.338,151,1,0,1,151,319,469,6.78e-70,274
Bacillus subtilis,FS10000603:2:BPC29607-1927:1:1101:14080:1040,MF461046.1,100.000,147,0,0,3,149,3,149,2.40e-69,272
Salmonella enterica subsp. enterica serovar Indiana,FS10000603:2:BPC29607-1927:1:1101:14770:1040,CP041699.1,99.338,151,1,0,1,151,459109,459259,6.78e-70,274
Salmonella enterica subsp. enterica serovar Indiana,FS10000603:2:BPC29607-1927:1:1101:14770:1040,CP041699.1,99.338,151,1,0,1,151,1357085,1357235,6.78e-70,274
Salmonella enterica subsp. enterica serovar Indiana,FS10000603:2:BPC29607-1927:1:1101:14770:1040,CP041699.1,99.338,151,1,0,1,151,3821594,3821444,6.78e-70,274
Salmonella enterica subsp. enterica serovar Indiana,FS10000603:2:BPC29607-1927:1:1101:14770:1040,CP041699.1,99.338,151,1,0,1,151,4607275,4607125,6.78e-70,274
Salmonella enterica subsp. enterica serovar Indiana,FS10000603:2:BPC29607-1927:1:1101:14770:1040,CP041699.1,99.338,151,1,0,1,151,4649502,4649352,6.78e-70,274
Salmonella enterica subsp. enterica serovar Indiana,FS10000603:2:BPC29607-1927:1:1101:14770:1040,CP041699.1,99.338,151,1,0,1,151,4794383,4794233,6.78e-70,274
Salmonella enterica subsp. enterica serovar Indiana,FS10000603:2:BPC29607-1927:1:1101:14770:1040,CP041699.1,99.338,151,1,0,1,151,4890183,4890033,6.78e-70,274
Listeria monocytogenes,FS10000603:2:BPC29607-1927:1:1101:4790:1050,MH362770.1,99.333,150,1,0,1,150,189,338,2.42e-69,272
Escherichia coli,FS10000603:2:BPC29607-1927:1:1101:5980:1050,CP039753.1,95.364,151,7,0,1,151,3451189,3451039,6.88e-60,241
